,label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
846,17ს,1092,1611,87,138,IMG_20230226_135514.jpg,3456,4608
847,17ს,836,2969,108,167,IMG_20230226_135514.jpg,3456,4608
848,17ს,1036,3279,101,178,IMG_20230226_135514.jpg,3456,4608
849,17ს,806,3441,108,181,IMG_20230226_135514.jpg,3456,4608
850,17ს,1064,3603,103,174,IMG_20230226_135514.jpg,3456,4608
851,17ს,2145,3410,110,202,IMG_20230226_135514.jpg,3456,4608
852,2გ,2279,1602,101,159,IMG_20230226_135514.jpg,3456,4608
853,2გ,2159,1869,99,169,IMG_20230226_135514.jpg,3456,4608
854,2გ,2323,1747,99,141,IMG_20230226_135514.jpg,3456,4608
855,2გ,1812,929,89,124,IMG_20230226_135514.jpg,3456,4608
856,2გ,1732,1133,96,141,IMG_20230226_135514.jpg,3456,4608
857,2გ,1988,1271,99,127,IMG_20230226_135514.jpg,3456,4608
858,2გ,1826,1391,91,129,IMG_20230226_135514.jpg,3456,4608
859,2გ,1561,1745,106,141,IMG_20230226_135514.jpg,3456,4608
860,2გ,1624,1506,96,131,IMG_20230226_135514.jpg,3456,4608
861,2გ,919,1616,106,131,IMG_20230226_135514.jpg,3456,4608
862,2გ,1589,2003,96,141,IMG_20230226_135514.jpg,3456,4608
863,2გ,1402,2137,103,138,IMG_20230226_135514.jpg,3456,4608
864,2გ,1503,2268,96,145,IMG_20230226_135514.jpg,3456,4608
865,2გ,1481,2399,106,152,IMG_20230226_135514.jpg,3456,4608
866,2გ,1918,2545,101,143,IMG_20230226_135514.jpg,3456,4608
867,2გ,2197,2685,103,152,IMG_20230226_135514.jpg,3456,4608
868,2გ,1024,2831,108,157,IMG_20230226_135514.jpg,3456,4608
869,2გ,1704,2688,106,150,IMG_20230226_135514.jpg,3456,4608
870,2გ,1596,2829,113,164,IMG_20230226_135514.jpg,3456,4608
871,2გ,1810,3129,108,157,IMG_20230226_135514.jpg,3456,4608
872,2გ,1807,3277,103,181,IMG_20230226_135514.jpg,3456,4608
873,18ტ,1941,3595,136,181,IMG_20230226_135514.jpg,3456,4608
874,18ტ,1289,3284,131,164,IMG_20230226_135514.jpg,3456,4608
875,18ტ,1301,3133,120,159,IMG_20230226_135514.jpg,3456,4608
876,18ტ,987,2685,115,152,IMG_20230226_135514.jpg,3456,4608
877,18ტ,1702,1876,94,138,IMG_20230226_135514.jpg,3456,4608
878,18ტ,1648,1623,103,131,IMG_20230226_135514.jpg,3456,4608
879,18ტ,1167,1625,108,129,IMG_20230226_135514.jpg,3456,4608
880,18ტ,1369,1377,117,131,IMG_20230226_135514.jpg,3456,4608
881,18ტ,1381,922,96,127,IMG_20230226_135514.jpg,3456,4608
882,18ტ,1531,809,96,122,IMG_20230226_135514.jpg,3456,4608
883,4ე,1167,2981,99,167,IMG_20230226_135514.jpg,3456,4608
884,11მ,1981,3438,96,169,IMG_20230226_135514.jpg,3456,4608
885,11მ,989,3445,108,171,IMG_20230226_135514.jpg,3456,4608
886,11მ,1123,3281,103,181,IMG_20230226_135514.jpg,3456,4608
887,11მ,1134,3138,91,145,IMG_20230226_135514.jpg,3456,4608
888,11მ,1458,2542,91,152,IMG_20230226_135514.jpg,3456,4608
889,11მ,1040,2268,94,136,IMG_20230226_135514.jpg,3456,4608
890,11მ,879,2263,94,138,IMG_20230226_135514.jpg,3456,4608
891,11მ,921,1733,89,136,IMG_20230226_135514.jpg,3456,4608
892,11მ,1230,1379,89,127,IMG_20230226_135514.jpg,3456,4608
893,11მ,1237,919,80,117,IMG_20230226_135514.jpg,3456,4608
894,12ნ,1571,1267,82,127,IMG_20230226_135514.jpg,3456,4608
895,12ნ,923,1485,103,129,IMG_20230226_135514.jpg,3456,4608
896,12ნ,1566,1616,87,148,IMG_20230226_135514.jpg,3456,4608
897,12ნ,1730,1743,91,141,IMG_20230226_135514.jpg,3456,4608
898,12ნ,1137,1752,94,131,IMG_20230226_135514.jpg,3456,4608
899,12ნ,1622,2676,94,169,IMG_20230226_135514.jpg,3456,4608
900,12ნ,933,2826,96,155,IMG_20230226_135514.jpg,3456,4608
901,12ნ,1406,3443,94,167,IMG_20230226_135514.jpg,3456,4608
902,12ნ,2316,3603,113,185,IMG_20230226_135514.jpg,3456,4608
903,15ჟ,2319,3408,120,206,IMG_20230226_135514.jpg,3456,4608
904,15ჟ,2492,3584,124,213,IMG_20230226_135514.jpg,3456,4608
905,19უ,1160,3605,127,181,IMG_20230226_135514.jpg,3456,4608
906,19უ,1172,3441,110,171,IMG_20230226_135514.jpg,3456,4608
907,19უ,872,2397,113,155,IMG_20230226_135514.jpg,3456,4608
908,19უ,1177,2130,113,152,IMG_20230226_135514.jpg,3456,4608
909,19უ,1528,1872,103,141,IMG_20230226_135514.jpg,3456,4608
910,21ქ,895,2123,99,148,IMG_20230226_135514.jpg,3456,4608
911,21ქ,1622,1869,82,145,IMG_20230226_135514.jpg,3456,4608
912,21ქ,1043,675,80,138,IMG_20230226_135514.jpg,3456,4608
913,6ზ,1040,3771,138,204,IMG_20230226_135514.jpg,3456,4608
914,7თ,1517,3764,145,195,IMG_20230226_135514.jpg,3456,4608
915,7თ,1420,3598,143,188,IMG_20230226_135514.jpg,3456,4608
916,7თ,1500,2972,131,171,IMG_20230226_135514.jpg,3456,4608
917,7თ,937,1018,136,124,IMG_20230226_135514.jpg,3456,4608
918,14პ,1960,3767,110,199,IMG_20230226_135514.jpg,3456,4608
919,14პ,1763,3600,103,178,IMG_20230226_135514.jpg,3456,4608
920,14პ,1908,2967,101,167,IMG_20230226_135514.jpg,3456,4608
921,14პ,1460,694,89,122,IMG_20230226_135514.jpg,3456,4608
922,14პ,1310,1025,87,129,IMG_20230226_135514.jpg,3456,4608
923,14პ,1106,1865,87,148,IMG_20230226_135514.jpg,3456,4608
924,9კ,818,3281,110,174,IMG_20230226_135514.jpg,3456,4608
925,9კ,1073,3438,108,181,IMG_20230226_135514.jpg,3456,4608
926,9კ,930,2974,101,167,IMG_20230226_135514.jpg,3456,4608
927,9კ,1880,1754,89,134,IMG_20230226_135514.jpg,3456,4608
928,9კ,949,1130,87,131,IMG_20230226_135514.jpg,3456,4608
929,9კ,1310,1262,89,136,IMG_20230226_135514.jpg,3456,4608
930,9კ,1291,685,82,134,IMG_20230226_135514.jpg,3456,4608
931,18ტ,1033,905,106,127,IMG_20230226_135514.jpg,3456,4608
932,1ბ,1167,807,91,122,IMG_20230226_135514.jpg,3456,4608
933,3დ,1205,1140,122,131,IMG_20230226_135514.jpg,3456,4608
934,3დ,1085,1252,129,134,IMG_20230226_135514.jpg,3456,4608
935,3დ,923,1367,136,138,IMG_20230226_135514.jpg,3456,4608
936,3დ,1416,1867,127,143,IMG_20230226_135514.jpg,3456,4608
937,3დ,1101,1998,127,141,IMG_20230226_135514.jpg,3456,4608
938,7თ,1111,2542,131,155,IMG_20230226_135514.jpg,3456,4608
939,13ო,1953,1757,127,131,IMG_20230226_135514.jpg,3456,4608
940,16რ,1062,2127,136,150,IMG_20230226_135514.jpg,3456,4608
941,20ფ,1003,2542,124,152,IMG_20230226_135514.jpg,3456,4608
942,5ვ,1045,3129,101,171,IMG_20230226_135514.jpg,3456,4608
943,5ვ,1076,1492,101,127,IMG_20230226_135514.jpg,3456,4608
944,12ნ,1017,1241,84,145,IMG_20230226_135514.jpg,3456,4608
0,24შ,657,1145,443,664,IMG_20230212_191424.jpg,4608,3456
1,4ე,3033,1152,332,618,IMG_20230212_191424.jpg,4608,3456
2,4ე,1054,1139,345,690,IMG_20230212_191424.jpg,4608,3456
3,8ი,1367,1152,404,651,IMG_20230212_191424.jpg,4608,3456
4,8ი,3671,1126,384,644,IMG_20230212_191424.jpg,4608,3456
5,8ი,3508,1822,436,586,IMG_20230212_191424.jpg,4608,3456
6,19უ,2480,1842,410,605,IMG_20230212_191424.jpg,4608,3456
7,16რ,2083,1139,631,638,IMG_20230212_191424.jpg,4608,3456
8,6ზ,801,1874,527,605,IMG_20230212_191424.jpg,4608,3456
9,20ფ,1608,1881,605,573,IMG_20230212_191424.jpg,4608,3456
10,10ლ,2844,1868,722,560,IMG_20230212_191424.jpg,4608,3456
11,30ხ,2161,1816,351,638,IMG_20230212_191424.jpg,4608,3456
12,27ძ,2668,1126,397,631,IMG_20230212_191424.jpg,4608,3456
13,0ა,1282,1861,345,618,IMG_20230212_191424.jpg,4608,3456
14,12ნ,3326,1132,371,644,IMG_20230212_191424.jpg,4608,3456
15,2გ,1725,1145,397,625,IMG_20230212_191424.jpg,4608,3456
16,0ა,1175,1031,192,242,IMG_20230213_194526 (1).jpg,3456,4608
17,0ა,2784,2655,146,220,IMG_20230213_194526 (1).jpg,3456,4608
18,7თ,692,2264,285,279,IMG_20230213_194526 (1).jpg,3456,4608
19,8ი,1513,2286,208,263,IMG_20230213_194526 (1).jpg,3456,4608
20,8ი,2824,1970,205,279,IMG_20230213_194526 (1).jpg,3456,4608
21,8ი,1519,1917,183,301,IMG_20230213_194526 (1).jpg,3456,4608
22,8ი,955,1929,205,282,IMG_20230213_194526 (1).jpg,3456,4608
23,8ი,1686,2617,149,226,IMG_20230213_194526 (1).jpg,3456,4608
24,4ე,1947,1948,186,288,IMG_20230213_194526 (1).jpg,3456,4608
25,4ე,1135,2280,214,267,IMG_20230213_194526 (1).jpg,3456,4608
26,4ე,939,2617,130,205,IMG_20230213_194526 (1).jpg,3456,4608
27,4ე,617,2614,139,201,IMG_20230213_194526 (1).jpg,3456,4608
28,13ო,2114,1068,288,226,IMG_20230213_194526 (1).jpg,3456,4608
29,16რ,1513,2617,186,236,IMG_20230213_194526 (1).jpg,3456,4608
30,16რ,1686,1970,273,257,IMG_20230213_194526 (1).jpg,3456,4608
31,10ლ,1361,1068,341,260,IMG_20230213_194526 (1).jpg,3456,4608
32,10ლ,2498,1979,341,263,IMG_20230213_194526 (1).jpg,3456,4608
33,10ლ,1333,1923,189,291,IMG_20230213_194526 (1).jpg,3456,4608
34,20ფ,698,1939,276,263,IMG_20230213_194526 (1).jpg,3456,4608
35,20ფ,744,2624,205,208,IMG_20230213_194526 (1).jpg,3456,4608
36,3დ,2601,2655,201,201,IMG_20230213_194526 (1).jpg,3456,4608
37,18ტ,1888,1046,236,282,IMG_20230213_194526 (1).jpg,3456,4608
38,18ტ,1203,2602,186,226,IMG_20230213_194526 (1).jpg,3456,4608
39,12ნ,2908,2661,164,211,IMG_20230213_194526 (1).jpg,3456,4608
40,19უ,1373,2633,143,214,IMG_20230213_194526 (1).jpg,3456,4608
41,19უ,2300,1966,208,273,IMG_20230213_194526 (1).jpg,3456,4608
42,19უ,1689,1046,208,279,IMG_20230213_194526 (1).jpg,3456,4608
43,5ვ,989,1043,208,273,IMG_20230213_194526 (1).jpg,3456,4608
44,5ვ,958,2280,205,267,IMG_20230213_194526 (1).jpg,3456,4608
45,21ქ,1063,2630,155,214,IMG_20230213_194526 (1).jpg,3456,4608
46,21ქ,1135,1911,214,301,IMG_20230213_194526 (1).jpg,3456,4608
47,1ბ,2120,1939,205,291,IMG_20230213_194526 (1).jpg,3456,4608
48,24შ,1321,2270,205,307,IMG_20230213_194526 (1).jpg,3456,4608
49,0ა,1031,1116,113,205,IMG_20230213_201624 (1).jpg,3456,4608
50,0ა,1620,1094,107,220,IMG_20230213_201624 (1).jpg,3456,4608
51,0ა,1482,1481,107,207,IMG_20230213_201624 (1).jpg,3456,4608
52,0ა,1246,2547,71,238,IMG_20230213_201624 (1).jpg,3456,4608
53,0ა,1776,2531,73,234,IMG_20230213_201624 (1).jpg,3456,4608
54,4ე,2110,1103,122,325,IMG_20230213_201624 (1).jpg,3456,4608
55,4ე,1322,1091,111,316,IMG_20230213_201624 (1).jpg,3456,4608
56,8ი,1364,2542,80,229,IMG_20230213_201624 (1).jpg,3456,4608
57,8ი,1489,2527,73,269,IMG_20230213_201624 (1).jpg,3456,4608
58,8ი,2050,2520,93,249,IMG_20230213_201624 (1).jpg,3456,4608
59,8ი,1173,1461,109,234,IMG_20230213_201624 (1).jpg,3456,4608
60,21ქ,1707,1383,131,425,IMG_20230213_201624 (1).jpg,3456,4608
61,21ქ,1422,989,113,423,IMG_20230213_201624 (1).jpg,3456,4608
62,17ს,1551,2527,82,251,IMG_20230213_201624 (1).jpg,3456,4608
63,17ს,1431,2544,69,251,IMG_20230213_201624 (1).jpg,3456,4608
64,17ს,1520,1011,109,327,IMG_20230213_201624 (1).jpg,3456,4608
65,3დ,1010,1485,180,289,IMG_20230213_201624 (1).jpg,3456,4608
66,3დ,1814,1116,158,294,IMG_20230213_201624 (1).jpg,3456,4608
67,16რ,1961,1020,158,298,IMG_20230213_201624 (1).jpg,3456,4608
68,16რ,1671,2549,118,207,IMG_20230213_201624 (1).jpg,3456,4608
69,16რ,1086,2544,100,223,IMG_20230213_201624 (1).jpg,3456,4608
70,13ო,1901,2553,105,214,IMG_20230213_201624 (1).jpg,3456,4608
71,17ს,1573,1372,111,336,IMG_20230213_201624 (1).jpg,3456,4608
72,10ლ,1131,1136,209,280,IMG_20230213_201624 (1).jpg,3456,4608
73,8ი,1836,2558,76,205,IMG_20230213_201624 (1).jpg,3456,4608
74,12ნ,1716,1018,109,305,IMG_20230213_201624 (1).jpg,3456,4608
75,12ნ,1306,2556,73,198,IMG_20230213_201624 (1).jpg,3456,4608
76,12ნ,1994,2524,69,245,IMG_20230213_201624 (1).jpg,3456,4608
77,28წ,1177,2556,80,200,IMG_20230213_201624 (1).jpg,3456,4608
78,19უ,1273,1479,116,312,IMG_20230213_201624 (1).jpg,3456,4608
79,9კ,1013,2551,76,205,IMG_20230213_201624 (1).jpg,3456,4608
80,11მ,1380,1394,107,289,IMG_20230213_201624 (1).jpg,3456,4608
81,0ა,521,1846,312,542,IMG_20230213_212238.jpg,3456,4608
82,0ა,1220,1864,317,508,IMG_20230213_212238.jpg,3456,4608
83,0ა,2135,1785,304,616,IMG_20230213_212238.jpg,3456,4608
84,0ა,2378,2371,343,495,IMG_20230213_212238.jpg,3456,4608
85,0ა,556,2397,347,529,IMG_20230213_212238.jpg,3456,4608
86,0ა,1094,3018,100,143,IMG_20230213_212238.jpg,3456,4608
87,0ა,387,3044,104,139,IMG_20230213_212238.jpg,3456,4608
88,0ა,478,3026,87,152,IMG_20230213_212238.jpg,3456,4608
89,0ა,651,3039,95,130,IMG_20230213_212238.jpg,3456,4608
90,0ა,1315,3009,91,148,IMG_20230213_212238.jpg,3456,4608
91,0ა,2352,2987,104,156,IMG_20230213_212238.jpg,3456,4608
92,8ი,1745,2389,343,512,IMG_20230213_212238.jpg,3456,4608
93,8ი,1489,1881,347,499,IMG_20230213_212238.jpg,3456,4608
94,8ი,1541,3018,104,148,IMG_20230213_212238.jpg,3456,4608
95,8ი,3051,3009,108,148,IMG_20230213_212238.jpg,3456,4608
96,3დ,2704,2402,490,482,IMG_20230213_212238.jpg,3456,4608
97,3დ,2417,1851,447,495,IMG_20230213_212238.jpg,3456,4608
98,3დ,808,1916,460,434,IMG_20230213_212238.jpg,3456,4608
99,3დ,235,3044,169,156,IMG_20230213_212238.jpg,3456,4608
100,16რ,868,2419,473,490,IMG_20230213_212238.jpg,3456,4608
101,16რ,1172,2974,152,169,IMG_20230213_212238.jpg,3456,4608
102,8ი,964,1551,100,143,IMG_20230213_212238.jpg,3456,4608
103,8ი,790,1556,104,139,IMG_20230213_212238.jpg,3456,4608
104,8ი,651,1564,91,139,IMG_20230213_212238.jpg,3456,4608
105,7თ,504,1543,152,156,IMG_20230213_212238.jpg,3456,4608
106,7თ,1389,3022,161,139,IMG_20230213_212238.jpg,3456,4608
107,4ე,868,3022,100,191,IMG_20230213_212238.jpg,3456,4608
108,4ე,2851,3000,117,174,IMG_20230213_212238.jpg,3456,4608
109,4ე,2847,1829,343,542,IMG_20230213_212238.jpg,3456,4608
110,2გ,244,1898,286,512,IMG_20230213_212238.jpg,3456,4608
111,1ბ,1003,2979,104,187,IMG_20230213_212238.jpg,3456,4608
112,1ბ,721,1569,91,139,IMG_20230213_212238.jpg,3456,4608
113,11მ,235,2415,369,512,IMG_20230213_212238.jpg,3456,4608
114,11მ,547,2983,121,191,IMG_20230213_212238.jpg,3456,4608
115,17ს,2244,2961,117,178,IMG_20230213_212238.jpg,3456,4608
116,17ს,890,1547,87,148,IMG_20230213_212238.jpg,3456,4608
117,5ვ,2075,2402,347,451,IMG_20230213_212238.jpg,3456,4608
118,19უ,2569,3013,113,161,IMG_20230213_212238.jpg,3456,4608
119,18ტ,1324,2371,443,547,IMG_20230213_212238.jpg,3456,4608
120,18ტ,734,3009,143,204,IMG_20230213_212238.jpg,3456,4608
121,10ლ,2678,3018,195,169,IMG_20230213_212238.jpg,3456,4608
122,20ფ,2439,3005,143,178,IMG_20230213_212238.jpg,3456,4608
123,24შ,2947,2961,113,169,IMG_20230213_212238.jpg,3456,4608
124,30ხ,1814,1838,347,534,IMG_20230213_212238.jpg,3456,4608
125,17ს,728,757,69,116,IMG_20230213_212448.jpg,3456,4608
126,17ს,1593,1831,80,227,IMG_20230213_212448.jpg,3456,4608
127,17ს,1678,2234,60,196,IMG_20230213_212448.jpg,3456,4608
128,17ს,1758,2221,65,200,IMG_20230213_212448.jpg,3456,4608
129,17ს,2063,2472,71,191,IMG_20230213_212448.jpg,3456,4608
130,17ს,1398,3275,96,312,IMG_20230213_212448.jpg,3456,4608
131,17ს,2334,3289,87,238,IMG_20230213_212448.jpg,3456,4608
132,17ს,2764,543,51,100,IMG_20230213_212448.jpg,3456,4608
133,17ს,2857,570,53,89,IMG_20230213_212448.jpg,3456,4608
134,8ი,2557,523,60,87,IMG_20230213_212448.jpg,3456,4608
135,8ი,2706,545,60,85,IMG_20230213_212448.jpg,3456,4608
136,8ი,3080,630,47,93,IMG_20230213_212448.jpg,3456,4608
137,8ი,1048,719,76,111,IMG_20230213_212448.jpg,3456,4608
138,8ი,1803,977,100,249,IMG_20230213_212448.jpg,3456,4608
139,8ი,2081,1386,120,240,IMG_20230213_212448.jpg,3456,4608
140,8ი,1625,1391,107,227,IMG_20230213_212448.jpg,3456,4608
141,8ი,1527,1838,78,207,IMG_20230213_212448.jpg,3456,4608
142,8ი,2348,1820,91,258,IMG_20230213_212448.jpg,3456,4608
143,8ი,1622,2247,62,176,IMG_20230213_212448.jpg,3456,4608
144,8ი,2087,2234,65,202,IMG_20230213_212448.jpg,3456,4608
145,8ი,2357,2490,82,165,IMG_20230213_212448.jpg,3456,4608
146,8ი,2007,2450,69,202,IMG_20230213_212448.jpg,3456,4608
147,8ი,1140,3295,100,254,IMG_20230213_212448.jpg,3456,4608
148,8ი,1945,3694,122,374,IMG_20230213_212448.jpg,3456,4608
149,8ი,2099,3300,96,231,IMG_20230213_212448.jpg,3456,4608
150,8ი,2406,3291,98,236,IMG_20230213_212448.jpg,3456,4608
151,13ო,899,725,102,125,IMG_20230213_212448.jpg,3456,4608
152,13ო,1954,1840,116,211,IMG_20230213_212448.jpg,3456,4608
153,13ო,1233,1840,111,202,IMG_20230213_212448.jpg,3456,4608
154,13ო,1233,2474,96,185,IMG_20230213_212448.jpg,3456,4608
155,13ო,1367,2479,105,196,IMG_20230213_212448.jpg,3456,4608
156,13ო,1814,2445,100,214,IMG_20230213_212448.jpg,3456,4608
157,13ო,1907,3295,129,269,IMG_20230213_212448.jpg,3456,4608
158,6ზ,1518,3723,160,312,IMG_20230213_212448.jpg,3456,4608
159,6ზ,1823,1355,111,269,IMG_20230213_212448.jpg,3456,4608
160,6ზ,841,739,69,113,IMG_20230213_212448.jpg,3456,4608
161,18ტ,1039,3282,120,300,IMG_20230213_212448.jpg,3456,4608
162,18ტ,1220,3298,109,238,IMG_20230213_212448.jpg,3456,4608
163,10ლ,2221,1840,138,218,IMG_20230213_212448.jpg,3456,4608
164,10ლ,1981,2256,122,171,IMG_20230213_212448.jpg,3456,4608
165,10ლ,2250,2457,120,209,IMG_20230213_212448.jpg,3456,4608
166,10ლ,1901,2443,120,207,IMG_20230213_212448.jpg,3456,4608
167,10ლ,1502,995,169,238,IMG_20230213_212448.jpg,3456,4608
168,10ლ,2610,525,105,98,IMG_20230213_212448.jpg,3456,4608
169,7თ,1117,1845,129,202,IMG_20230213_212448.jpg,3456,4608
170,7თ,2417,494,89,107,IMG_20230213_212448.jpg,3456,4608
171,5ვ,1852,3740,116,283,IMG_20230213_212448.jpg,3456,4608
172,5ვ,1662,3709,113,334,IMG_20230213_212448.jpg,3456,4608
173,5ვ,2134,2483,71,198,IMG_20230213_212448.jpg,3456,4608
174,5ვ,1331,1838,73,214,IMG_20230213_212448.jpg,3456,4608
175,1ბ,1729,995,93,220,IMG_20230213_212448.jpg,3456,4608
176,1ბ,2499,512,67,91,IMG_20230213_212448.jpg,3456,4608
177,1ბ,2003,1371,91,245,IMG_20230213_212448.jpg,3456,4608
178,1ბ,1618,2485,73,174,IMG_20230213_212448.jpg,3456,4608
179,0ა,2159,1822,76,227,IMG_20230213_212448.jpg,3456,4608
180,0ა,1460,2238,62,180,IMG_20230213_212448.jpg,3456,4608
181,0ა,3120,643,49,78,IMG_20230213_212448.jpg,3456,4608
182,0ა,1511,3300,98,245,IMG_20230213_212448.jpg,3456,4608
183,0ა,1754,3740,120,283,IMG_20230213_212448.jpg,3456,4608
184,16რ,1794,3298,129,243,IMG_20230213_212448.jpg,3456,4608
185,16რ,1676,2481,96,169,IMG_20230213_212448.jpg,3456,4608
186,16რ,1456,2477,89,171,IMG_20230213_212448.jpg,3456,4608
187,16რ,1146,2434,102,220,IMG_20230213_212448.jpg,3456,4608
188,16რ,3020,607,62,91,IMG_20230213_212448.jpg,3456,4608
189,4ე,2975,601,45,85,IMG_20230213_212448.jpg,3456,4608
190,4ე,1927,1391,87,220,IMG_20230213_212448.jpg,3456,4608
191,4ე,652,770,67,111,IMG_20230213_212448.jpg,3456,4608
192,4ე,788,732,60,127,IMG_20230213_212448.jpg,3456,4608
193,4ე,1794,1829,76,211,IMG_20230213_212448.jpg,3456,4608
194,4ე,1865,2250,62,165,IMG_20230213_212448.jpg,3456,4608
195,4ე,2196,2454,65,194,IMG_20230213_212448.jpg,3456,4608
196,19უ,2254,3295,96,238,IMG_20230213_212448.jpg,3456,4608
197,19უ,1306,3264,105,276,IMG_20230213_212448.jpg,3456,4608
198,19უ,1921,2250,69,169,IMG_20230213_212448.jpg,3456,4608
199,19უ,1431,1384,98,229,IMG_20230213_212448.jpg,3456,4608
200,3დ,1694,1842,111,196,IMG_20230213_212448.jpg,3456,4608
201,3დ,1860,1805,107,269,IMG_20230213_212448.jpg,3456,4608
202,3დ,1676,3278,122,303,IMG_20230213_212448.jpg,3456,4608
203,12ნ,2027,3275,85,263,IMG_20230213_212448.jpg,3456,4608
204,12ნ,1598,3275,91,267,IMG_20230213_212448.jpg,3456,4608
205,12ნ,986,703,69,131,IMG_20230213_212448.jpg,3456,4608
206,2გ,1318,2485,67,165,IMG_20230213_212448.jpg,3456,4608
207,2გ,1745,1351,87,305,IMG_20230213_212448.jpg,3456,4608
208,26ც,1342,1355,100,283,IMG_20230213_212448.jpg,3456,4608
209,10ლ,1393,1791,147,287,IMG_20230213_212448.jpg,3456,4608
210,9კ,2179,3264,87,305,IMG_20230213_212448.jpg,3456,4608
211,10ლ,1518,2216,113,234,IMG_20230213_212448.jpg,3456,4608
212,26ც,1536,2461,89,223,IMG_20230213_212448.jpg,3456,4608
213,27ძ,1763,2479,65,194,IMG_20230213_212448.jpg,3456,4608
214,21ქ,1402,2236,65,185,IMG_20230213_212448.jpg,3456,4608
215,20ფ,2059,1807,107,274,IMG_20230213_212448.jpg,3456,4608
216,3დ,1513,1355,129,267,IMG_20230213_212448.jpg,3456,4608
217,4ე,1651,957,93,285,IMG_20230213_212448.jpg,3456,4608
218,11მ,2924,585,53,87,IMG_20230213_212448.jpg,3456,4608
219,11მ,2808,563,51,87,IMG_20230213_212448.jpg,3456,4608
220,0ა,1783,1087,280,605,IMG_20230213_215351.jpg,4608,3456
221,0ა,801,1145,182,273,IMG_20230213_215351.jpg,4608,3456
222,8ი,1159,1172,202,241,IMG_20230213_215351.jpg,4608,3456
223,8ი,3254,1751,306,618,IMG_20230213_215351.jpg,4608,3456
224,8ი,3964,1119,299,657,IMG_20230213_215351.jpg,4608,3456
225,8ი,3449,1074,293,670,IMG_20230213_215351.jpg,4608,3456
226,13ო,2668,1093,423,651,IMG_20230213_215351.jpg,4608,3456
227,10ლ,514,1139,312,267,IMG_20230213_215351.jpg,4608,3456
228,10ლ,3710,1126,306,592,IMG_20230213_215351.jpg,4608,3456
229,18ტ,2304,1080,384,625,IMG_20230213_215351.jpg,4608,3456
230,22ღ,1464,1712,443,599,IMG_20230213_215351.jpg,4608,3456
231,16რ,944,1165,247,254,IMG_20230213_215351.jpg,4608,3456
232,16რ,2024,1087,312,638,IMG_20230213_215351.jpg,4608,3456
233,6ზ,2421,1764,345,592,IMG_20230213_215351.jpg,4608,3456
234,4ე,2727,1770,299,566,IMG_20230213_215351.jpg,4608,3456
235,4ე,2154,1738,293,586,IMG_20230213_215351.jpg,4608,3456
236,9კ,1510,1074,280,612,IMG_20230213_215351.jpg,4608,3456
237,17ს,4224,1132,286,599,IMG_20230213_215351.jpg,4608,3456
238,10ლ,2987,1738,293,612,IMG_20230213_215351.jpg,4608,3456
239,20ფ,3052,1113,430,618,IMG_20230213_215351.jpg,4608,3456
240,5ვ,1881,1731,293,618,IMG_20230213_215351.jpg,4608,3456
241,0ა,1298,777,149,219,IMG_20230215_134823 (1).jpg,3456,4608
242,0ა,1604,1161,161,240,IMG_20230215_134823 (1).jpg,3456,4608
243,0ა,1930,1558,178,202,IMG_20230215_134823 (1).jpg,3456,4608
244,0ა,1162,1517,141,223,IMG_20230215_134823 (1).jpg,3456,4608
245,0ა,889,1541,153,190,IMG_20230215_134823 (1).jpg,3456,4608
246,0ა,827,1876,136,211,IMG_20230215_134823 (1).jpg,3456,4608
247,0ა,1633,1888,136,215,IMG_20230215_134823 (1).jpg,3456,4608
248,0ა,2063,1930,145,186,IMG_20230215_134823 (1).jpg,3456,4608
249,0ა,831,2194,141,202,IMG_20230215_134823 (1).jpg,3456,4608
250,0ა,856,2525,141,190,IMG_20230215_134823 (1).jpg,3456,4608
251,0ა,1178,3120,132,190,IMG_20230215_134823 (1).jpg,3456,4608
252,0ა,2414,3479,136,190,IMG_20230215_134823 (1).jpg,3456,4608
253,0ა,1162,3674,128,198,IMG_20230215_134823 (1).jpg,3456,4608
254,0ა,2034,3967,132,207,IMG_20230215_134823 (1).jpg,3456,4608
255,0ა,1434,3959,132,157,IMG_20230215_134823 (1).jpg,3456,4608
256,5ვ,744,3116,141,219,IMG_20230215_134823 (1).jpg,3456,4608
257,5ვ,1674,3984,136,198,IMG_20230215_134823 (1).jpg,3456,4608
258,5ვ,1918,3979,124,211,IMG_20230215_134823 (1).jpg,3456,4608
259,5ვ,699,2186,149,252,IMG_20230215_134823 (1).jpg,3456,4608
260,5ვ,1025,1484,153,302,IMG_20230215_134823 (1).jpg,3456,4608
261,5ვ,1451,1178,169,264,IMG_20230215_134823 (1).jpg,3456,4608
262,4ე,823,764,157,281,IMG_20230215_134823 (1).jpg,3456,4608
263,4ე,1170,1165,161,281,IMG_20230215_134823 (1).jpg,3456,4608
264,4ე,839,1157,157,273,IMG_20230215_134823 (1).jpg,3456,4608
265,4ე,1356,1901,149,236,IMG_20230215_134823 (1).jpg,3456,4608
266,4ე,2290,2227,157,277,IMG_20230215_134823 (1).jpg,3456,4608
267,4ე,856,2810,145,248,IMG_20230215_134823 (1).jpg,3456,4608
268,4ე,1290,3426,141,215,IMG_20230215_134823 (1).jpg,3456,4608
269,4ე,889,3665,141,207,IMG_20230215_134823 (1).jpg,3456,4608
